shift_Id,doct_Id,nurse_Id,helper_Id,shift_Date,shift_Start,shift_End
70449,1189,3449,8449,01-06-2025,08:00:00,16:00:00
70450,1186,3450,8450,02-06-2025,14:00:00,22:00:00
70451,1187,3451,8451,19-05-2025,08:00:00,16:00:00
70452,1194,3452,8452,20-05-2025,08:00:00,16:00:00
70453,1193,3453,8453,21-05-2025,14:00:00,22:00:00
70454,1191,3454,8454,22-05-2025,08:00:00,16:00:00
70455,1200,3455,8455,23-05-2025,08:00:00,16:00:00
70456,1198,3456,8456,24-05-2025,14:00:00,22:00:00
70457,1196,3457,8457,25-05-2025,08:00:00,16:00:00
70458,1211,3458,8458,26-05-2025,08:00:00,16:00:00
70459,1223,3459,8459,27-05-2025,14:00:00,22:00:00
70460,1221,3460,8460,28-05-2025,08:00:00,16:00:00
70461,1250,3461,8461,29-05-2025,08:00:00,16:00:00
70462,1251,3462,8462,30-05-2025,14:00:00,22:00:00
70463,1253,3463,8463,31-05-2025,08:00:00,16:00:00
70464,1255,3464,8464,01-06-2025,08:00:00,16:00:00
70465,1260,3465,8465,02-06-2025,14:00:00,22:00:00
70466,1258,3466,8466,19-05-2025,08:00:00,16:00:00
70467,1266,3467,8467,20-05-2025,08:00:00,16:00:00
70468,1268,3468,8468,21-05-2025,14:00:00,22:00:00
70469,1265,3469,8469,22-05-2025,08:00:00,16:00:00
70470,1272,3470,8470,23-05-2025,08:00:00,16:00:00
70471,1273,3471,8471,24-05-2025,14:00:00,22:00:00
70472,1270,3472,8472,25-05-2025,08:00:00,16:00:00
70473,1277,3473,8473,26-05-2025,08:00:00,16:00:00
70474,1275,3474,8474,27-05-2025,14:00:00,22:00:00
70475,1280,3475,8475,28-05-2025,08:00:00,16:00:00
70476,1300,3476,8476,29-05-2025,08:00:00,16:00:00
70477,1288,3477,8477,30-05-2025,14:00:00,22:00:00
70478,1283,3478,8478,31-05-2025,08:00:00,16:00:00
70479,1303,3479,8479,01-06-2025,08:00:00,16:00:00
70480,1302,3480,8480,02-06-2025,14:00:00,22:00:00
70481,1332,3481,8481,19-05-2025,08:00:00,16:00:00
70482,1317,3482,8482,20-05-2025,14:00:00,22:00:00
70483,1337,3483,8483,21-05-2025,08:00:00,16:00:00
70484,1373,3484,8484,22-05-2025,08:00:00,16:00:00
70485,1365,3485,8485,23-05-2025,14:00:00,22:00:00
70486,1347,3486,8486,24-05-2025,08:00:00,16:00:00
70487,1399,3487,8487,25-05-2025,08:00:00,16:00:00
70488,1397,3488,8488,26-05-2025,14:00:00,22:00:00
70489,1394,3489,8489,27-05-2025,08:00:00,16:00:00
70490,1005,3490,8490,28-05-2025,06:00:00,14:00:00
70491,1001,3491,8491,29-05-2025,14:00:00,22:00:00
70492,1007,3492,8492,30-05-2025,18:00:00,02:00:00
70493,1003,3493,8493,31-05-2025,22:00:00,06:00:00
70494,1011,3494,8494,01-06-2025,08:00:00,16:00:00
70495,1008,3495,8495,02-06-2025,12:00:00,20:00:00
70496,1013,3496,8496,19-05-2025,08:00:00,16:00:00
70497,1015,3497,8497,20-05-2025,14:00:00,22:00:00
70498,1017,3498,8498,21-05-2025,08:00:00,16:00:00
70499,1018,3499,8499,22-05-2025,14:00:00,22:00:00
70500,1023,3500,8500,23-05-2025,08:00:00,16:00:00
70501,1022,3500,8001,24-05-2025,14:00:00,22:00:00
70502,1033,3001,8002,25-05-2025,07:00:00,15:00:00
70503,1060,3002,8003,26-05-2025,15:00:00,23:00:00
70504,1038,3003,8004,27-05-2025,19:00:00,03:00:00
70505,1043,3004,8005,28-05-2025,23:00:00,07:00:00
70506,1075,3005,8006,29-05-2025,07:00:00,15:00:00
70507,1077,3006,8007,30-05-2025,15:00:00,23:00:00
70508,1078,3007,8008,31-05-2025,19:00:00,03:00:00
70509,1047,3008,8009,01-06-2025,23:00:00,07:00:00
70510,1090,3009,8010,02-06-2025,08:00:00,16:00:00
70511,1082,3010,8011,19-05-2025,14:00:00,22:00:00
70512,1088,3011,8012,20-05-2025,08:00:00,16:00:00
70513,1097,3012,8013,21-05-2025,08:00:00,16:00:00
70514,1093,3013,8014,22-05-2025,14:00:00,22:00:00
70515,1103,3014,8015,23-05-2025,08:00:00,16:00:00
70516,1105,3015,8016,24-05-2025,14:00:00,22:00:00
70517,1098,3016,8017,25-05-2025,08:00:00,16:00:00
70518,1107,3017,8018,26-05-2025,08:00:00,16:00:00
70519,1108,3018,8019,27-05-2025,14:00:00,22:00:00
70520,1112,3019,8020,28-05-2025,08:00:00,16:00:00
70521,1113,3020,8021,29-05-2025,14:00:00,22:00:00
70522,1118,3021,8022,30-05-2025,08:00:00,16:00:00
70523,1120,3022,8023,31-05-2025,14:00:00,22:00:00
70524,1122,3023,8024,01-06-2025,08:00:00,16:00:00
70525,1123,3024,8025,02-06-2025,14:00:00,22:00:00
70526,1127,3025,8026,19-05-2025,08:00:00,16:00:00
70527,1128,3026,8027,20-05-2025,14:00:00,22:00:00
70528,1137,3027,8028,21-05-2025,08:00:00,16:00:00
70529,1143,3028,8029,22-05-2025,14:00:00,22:00:00
70530,1142,3029,8030,23-05-2025,08:00:00,16:00:00
70531,1170,3030,8031,24-05-2025,06:00:00,14:00:00
70532,1154,3031,8032,25-05-2025,14:00:00,22:00:00
70533,1166,3032,8033,26-05-2025,22:00:00,06:00:00
70534,1174,3033,8034,27-05-2025,06:00:00,14:00:00
70535,1187,3034,8035,28-05-2025,08:00:00,16:00:00
70536,1185,3035,8036,29-05-2025,14:00:00,22:00:00
70537,1189,3036,8037,30-05-2025,08:00:00,16:00:00
70538,1194,3037,8038,31-05-2025,08:00:00,16:00:00
70539,1195,3038,8039,01-06-2025,14:00:00,22:00:00
70540,1190,3039,8040,02-06-2025,08:00:00,16:00:00
70541,1200,3040,8041,19-05-2025,08:00:00,16:00:00
70542,1201,3041,8042,20-05-2025,14:00:00,22:00:00
70543,1244,3042,8043,21-05-2025,08:00:00,16:00:00
70544,1240,3043,8044,22-05-2025,14:00:00,22:00:00
70545,1232,3044,8045,23-05-2025,08:00:00,16:00:00
70546,1249,3045,8046,24-05-2025,08:00:00,16:00:00
70547,1253,3046,8047,25-05-2025,14:00:00,22:00:00
70548,1251,3047,8048,26-05-2025,08:00:00,16:00:00
70549,1259,3048,8049,27-05-2025,08:00:00,16:00:00
70550,1258,3049,8050,28-05-2025,14:00:00,22:00:00
70551,1254,3050,8051,29-05-2025,08:00:00,16:00:00
70552,1269,3051,8052,30-05-2025,08:00:00,16:00:00
70553,1264,3052,8053,31-05-2025,14:00:00,22:00:00
70554,1268,3053,8054,01-06-2025,08:00:00,16:00:00
70555,1273,3054,8055,02-06-2025,08:00:00,16:00:00
70556,1274,3055,8056,19-05-2025,14:00:00,22:00:00
70557,1279,3056,8057,20-05-2025,08:00:00,16:00:00
70558,1288,3057,8058,21-05-2025,08:00:00,16:00:00
70559,1299,3058,8059,22-05-2025,14:00:00,22:00:00
70560,1281,3059,8060,23-05-2025,08:00:00,16:00:00
70561,1303,3060,8061,24-05-2025,08:00:00,16:00:00
70562,1304,3061,8062,25-05-2025,14:00:00,22:00:00
70563,1319,3062,8063,26-05-2025,08:00:00,16:00:00
70564,1334,3063,8064,27-05-2025,14:00:00,22:00:00
70565,1339,3064,8065,28-05-2025,08:00:00,16:00:00
70566,1359,3065,8066,29-05-2025,08:00:00,16:00:00
70567,1342,3066,8067,30-05-2025,14:00:00,22:00:00
70568,1377,3067,8068,31-05-2025,08:00:00,16:00:00
70569,1393,3068,8069,01-06-2025,08:00:00,16:00:00
70570,1397,3069,8070,02-06-2025,14:00:00,22:00:00
70571,1395,3070,8071,19-05-2025,08:00:00,16:00:00
70572,1004,3071,8072,20-05-2025,06:00:00,14:00:00
70573,1002,3072,8073,21-05-2025,14:00:00,22:00:00
70574,1005,3073,8074,22-05-2025,18:00:00,02:00:00
70575,1009,3074,8075,23-05-2025,08:00:00,16:00:00
70576,1017,3075,8076,24-05-2025,08:00:00,16:00:00
70577,1020,3076,8077,25-05-2025,08:00:00,16:00:00
70578,1022,3077,8078,26-05-2025,14:00:00,22:00:00
70579,1025,3078,8079,27-05-2025,08:00:00,16:00:00
70580,1062,3079,8080,28-05-2025,07:00:00,15:00:00
70581,1037,3080,8081,29-05-2025,15:00:00,23:00:00
70582,1032,3081,8082,30-05-2025,19:00:00,03:00:00
70583,1055,3082,8083,31-05-2025,23:00:00,07:00:00
70584,1065,3083,8084,01-06-2025,07:00:00,15:00:00
70585,1070,3084,8085,02-06-2025,15:00:00,23:00:00
70586,1047,3085,8086,19-05-2025,19:00:00,03:00:00
70587,1067,3086,8087,20-05-2025,23:00:00,07:00:00
70588,1085,3087,8088,21-05-2025,08:00:00,16:00:00
70589,1092,3088,8089,22-05-2025,14:00:00,22:00:00
70590,1082,3089,8090,23-05-2025,08:00:00,16:00:00
70591,1095,3090,8091,24-05-2025,08:00:00,16:00:00
70592,1097,3091,8092,25-05-2025,14:00:00,22:00:00
70593,1100,3092,8093,26-05-2025,08:00:00,16:00:00
70594,1107,3093,8094,27-05-2025,08:00:00,16:00:00
70595,1110,3094,8095,28-05-2025,14:00:00,22:00:00
70596,1115,3095,8096,29-05-2025,08:00:00,16:00:00
70597,1112,3096,8097,30-05-2025,14:00:00,22:00:00
70598,1122,3097,8098,31-05-2025,08:00:00,16:00:00
70599,1125,3098,8099,01-06-2025,14:00:00,22:00:00
70600,1130,3099,8100,02-06-2025,08:00:00,16:00:00
70601,1127,3100,8101,19-05-2025,14:00:00,22:00:00
70602,1145,3101,8102,20-05-2025,08:00:00,16:00:00
70603,1140,3102,8103,21-05-2025,14:00:00,22:00:00
70604,1137,3103,8104,22-05-2025,08:00:00,16:00:00
70605,1165,3104,8105,23-05-2025,06:00:00,14:00:00
70606,1178,3105,8106,24-05-2025,14:00:00,22:00:00
70607,1177,3106,8107,25-05-2025,22:00:00,06:00:00
70608,1173,3107,8108,26-05-2025,06:00:00,14:00:00
70609,1189,3108,8109,27-05-2025,08:00:00,16:00:00
70610,1194,3109,8110,28-05-2025,08:00:00,16:00:00
70611,1192,3110,8111,29-05-2025,14:00:00,22:00:00
70612,1200,3111,8112,30-05-2025,08:00:00,16:00:00
70613,1197,3112,8113,31-05-2025,14:00:00,22:00:00
70614,1217,3113,8114,01-06-2025,08:00:00,16:00:00
70615,1223,3114,8115,02-06-2025,14:00:00,22:00:00
70616,1238,3115,8116,19-05-2025,08:00:00,16:00:00
70617,1253,3116,8117,20-05-2025,08:00:00,16:00:00
70618,1258,3117,8118,21-05-2025,08:00:00,16:00:00
70619,1261,3118,8119,22-05-2025,14:00:00,22:00:00
70620,1256,3119,8120,23-05-2025,08:00:00,16:00:00
70621,1268,3120,8121,24-05-2025,08:00:00,16:00:00
70622,1271,3121,8122,25-05-2025,08:00:00,16:00:00
70623,1273,3122,8123,26-05-2025,14:00:00,22:00:00
70624,1276,3123,8124,27-05-2025,08:00:00,16:00:00
70625,1283,3124,8125,28-05-2025,08:00:00,16:00:00
70626,1288,3125,8126,29-05-2025,14:00:00,22:00:00
70627,1291,3126,8127,30-05-2025,08:00:00,16:00:00
70628,1301,3127,8128,31-05-2025,08:00:00,16:00:00
70629,1303,3128,8129,01-06-2025,14:00:00,22:00:00
70630,1306,3129,8130,02-06-2025,08:00:00,16:00:00
70631,1321,3130,8131,19-05-2025,14:00:00,22:00:00
70632,1340,3131,8132,20-05-2025,08:00:00,16:00:00
70633,1383,3132,8133,21-05-2025,08:00:00,16:00:00
70634,1390,3133,8134,22-05-2025,14:00:00,22:00:00
70635,1353,3134,8135,23-05-2025,08:00:00,16:00:00
70636,1397,3135,8136,24-05-2025,08:00:00,16:00:00
70637,1400,3136,8137,25-05-2025,14:00:00,22:00:00
70638,1005,3137,8138,26-05-2025,06:00:00,14:00:00
70639,1003,3138,8139,27-05-2025,14:00:00,22:00:00
70640,1001,3139,8140,28-05-2025,18:00:00,02:00:00
70641,1011,3140,8141,29-05-2025,08:00:00,16:00:00
70642,1010,3141,8142,30-05-2025,12:00:00,20:00:00
70643,1013,3142,8143,31-05-2025,08:00:00,16:00:00
70644,1018,3143,8144,01-06-2025,08:00:00,16:00:00
70645,1023,3144,8145,02-06-2025,08:00:00,16:00:00
70646,1020,3145,8146,19-05-2025,14:00:00,22:00:00
70647,1025,3146,8147,20-05-2025,08:00:00,16:00:00
70648,1070,3147,8148,21-05-2025,07:00:00,15:00:00
70649,1068,3148,8149,22-05-2025,15:00:00,23:00:00
70650,1043,3149,8150,23-05-2025,19:00:00,03:00:00
70651,1058,3150,8151,24-05-2025,23:00:00,07:00:00
70652,1048,3151,8152,25-05-2025,07:00:00,15:00:00
70653,1053,3152,8153,26-05-2025,15:00:00,23:00:00
70654,1033,3153,8154,27-05-2025,19:00:00,03:00:00
70655,1073,3154,8155,28-05-2025,23:00:00,07:00:00
70656,1088,3155,8156,29-05-2025,08:00:00,16:00:00
70657,1085,3156,8157,30-05-2025,14:00:00,22:00:00
70658,1083,3157,8158,31-05-2025,08:00:00,16:00:00
70659,1095,3158,8159,01-06-2025,08:00:00,16:00:00
70660,1093,3159,8160,02-06-2025,14:00:00,22:00:00
70661,1103,3160,8161,19-05-2025,08:00:00,16:00:00
70662,1098,3161,8162,20-05-2025,14:00:00,22:00:00
70663,1100,3162,8163,21-05-2025,08:00:00,16:00:00
70664,1110,3163,8164,22-05-2025,08:00:00,16:00:00
70665,1108,3164,8165,23-05-2025,14:00:00,22:00:00
70666,1115,3165,8166,24-05-2025,08:00:00,16:00:00
70667,1113,3166,8167,25-05-2025,14:00:00,22:00:00
70668,1118,3167,8168,26-05-2025,08:00:00,16:00:00
70669,1123,3168,8169,27-05-2025,08:00:00,16:00:00
70670,1125,3169,8170,28-05-2025,14:00:00,22:00:00
70671,1128,3170,8171,29-05-2025,08:00:00,16:00:00
70672,1130,3171,8172,30-05-2025,14:00:00,22:00:00
70673,1133,3172,8173,31-05-2025,08:00:00,16:00:00
70674,1143,3173,8174,01-06-2025,14:00:00,22:00:00
70675,1140,3174,8175,02-06-2025,08:00:00,16:00:00
70676,1176,3175,8176,19-05-2025,06:00:00,14:00:00
70677,1164,3176,8177,20-05-2025,14:00:00,22:00:00
70678,1184,3177,8178,21-05-2025,22:00:00,06:00:00
70679,1172,3178,8179,22-05-2025,06:00:00,14:00:00
70680,1185,3179,8180,23-05-2025,08:00:00,16:00:00
70681,1192,3180,8181,24-05-2025,08:00:00,16:00:00
70682,1195,3181,8182,25-05-2025,14:00:00,22:00:00
70683,1190,3182,8183,26-05-2025,08:00:00,16:00:00
70684,1197,3183,8184,27-05-2025,08:00:00,16:00:00
70685,1201,3184,8185,28-05-2025,14:00:00,22:00:00
70686,1248,3185,8186,29-05-2025,08:00:00,16:00:00
70687,1232,3186,8187,30-05-2025,14:00:00,22:00:00
70688,1246,3187,8188,31-05-2025,08:00:00,16:00:00
70689,1249,3188,8189,01-06-2025,08:00:00,16:00:00
70690,1256,3189,8190,02-06-2025,08:00:00,16:00:00
70691,1254,3190,8191,19-05-2025,14:00:00,22:00:00
70692,1261,3191,8192,20-05-2025,08:00:00,16:00:00
70693,1264,3192,8193,21-05-2025,08:00:00,16:00:00
70694,1269,3193,8194,22-05-2025,14:00:00,22:00:00
70695,1274,3194,8195,23-05-2025,08:00:00,16:00:00
70696,1271,3195,8196,24-05-2025,14:00:00,22:00:00
70697,1276,3196,8197,25-05-2025,08:00:00,16:00:00
70698,1279,3197,8198,26-05-2025,14:00:00,22:00:00
70699,1294,3198,8199,27-05-2025,08:00:00,16:00:00
70700,1291,3199,8200,28-05-2025,14:00:00,22:00:00
70701,1286,3200,8201,29-05-2025,08:00:00,16:00:00
70702,1301,3201,8202,30-05-2025,08:00:00,16:00:00
70703,1304,3202,8203,31-05-2025,14:00:00,22:00:00
70704,1324,3203,8204,01-06-2025,08:00:00,16:00:00
70705,1334,3204,8205,02-06-2025,14:00:00,22:00:00
70706,1314,3205,8206,19-05-2025,08:00:00,16:00:00
70707,1348,3206,8207,20-05-2025,08:00:00,16:00:00
70708,1351,3207,8208,21-05-2025,14:00:00,22:00:00
70709,1345,3208,8209,22-05-2025,08:00:00,16:00:00
70710,1398,3209,8210,23-05-2025,08:00:00,16:00:00
70711,1400,3210,8211,24-05-2025,14:00:00,22:00:00
70712,1393,3211,8212,25-05-2025,08:00:00,16:00:00
70713,1002,3212,8213,26-05-2025,06:00:00,14:00:00
70714,1006,3213,8214,27-05-2025,14:00:00,22:00:00
70715,1007,3214,8215,28-05-2025,18:00:00,02:00:00
70716,1004,3215,8216,29-05-2025,22:00:00,06:00:00
70717,1012,3216,8217,30-05-2025,08:00:00,16:00:00
70718,1008,3217,8218,31-05-2025,12:00:00,20:00:00
70719,1014,3218,8219,01-06-2025,08:00:00,16:00:00
70720,1015,3219,8220,02-06-2025,14:00:00,22:00:00
70721,1016,3220,8221,19-05-2025,08:00:00,16:00:00
70722,1019,3221,8222,20-05-2025,14:00:00,22:00:00
70723,1021,3222,8223,21-05-2025,08:00:00,16:00:00
70724,1024,3223,8224,22-05-2025,08:00:00,16:00:00
70725,1026,3224,8225,23-05-2025,14:00:00,22:00:00
70726,1076,3225,8226,24-05-2025,07:00:00,15:00:00
70727,1034,3226,8227,25-05-2025,15:00:00,23:00:00
70728,1056,3227,8228,26-05-2025,19:00:00,03:00:00
70729,1061,3228,8229,27-05-2025,23:00:00,07:00:00
70730,1075,3229,8230,28-05-2025,07:00:00,15:00:00
70731,1042,3230,8231,29-05-2025,15:00:00,23:00:00
70732,1031,3231,8232,30-05-2025,19:00:00,03:00:00
70733,1044,3232,8233,31-05-2025,23:00:00,07:00:00
70734,1081,3233,8234,01-06-2025,08:00:00,16:00:00
70735,1089,3234,8235,02-06-2025,14:00:00,22:00:00
70736,1087,3235,8236,19-05-2025,08:00:00,16:00:00
70737,1094,3236,8237,20-05-2025,08:00:00,16:00:00
70738,1096,3237,8238,21-05-2025,14:00:00,22:00:00
70739,1104,3238,8239,22-05-2025,08:00:00,16:00:00
70740,1105,3239,8240,23-05-2025,14:00:00,22:00:00
70741,1101,3240,8241,24-05-2025,08:00:00,16:00:00
70742,1109,3241,8242,25-05-2025,08:00:00,16:00:00
70743,1106,3242,8243,26-05-2025,14:00:00,22:00:00
70744,1111,3243,8244,27-05-2025,08:00:00,16:00:00
70745,1116,3244,8245,28-05-2025,14:00:00,22:00:00
70746,1114,3245,8246,29-05-2025,08:00:00,16:00:00
70747,1120,3246,8247,30-05-2025,08:00:00,16:00:00
70748,1121,3247,8248,31-05-2025,14:00:00,22:00:00
70749,1119,3248,8249,01-06-2025,08:00:00,16:00:00
70750,1124,3249,8250,02-06-2025,08:00:00,16:00:00
70751,1129,3250,8251,19-05-2025,08:00:00,16:00:00
70752,1126,3251,8252,20-05-2025,14:00:00,22:00:00
70753,1139,3252,8253,21-05-2025,08:00:00,16:00:00
70754,1134,3253,8254,22-05-2025,14:00:00,22:00:00
70755,1146,3254,8255,23-05-2025,08:00:00,16:00:00
70756,1166,3255,8256,24-05-2025,06:00:00,14:00:00
70757,1154,3256,8257,25-05-2025,14:00:00,22:00:00
70758,1182,3257,8258,26-05-2025,22:00:00,06:00:00
70759,1174,3258,8259,27-05-2025,06:00:00,14:00:00
70760,1186,3259,8260,28-05-2025,08:00:00,16:00:00
70761,1187,3260,8261,29-05-2025,14:00:00,22:00:00
70762,1188,3261,8262,30-05-2025,08:00:00,16:00:00
70763,1191,3262,8263,31-05-2025,08:00:00,16:00:00
70764,1193,3263,8264,01-06-2025,14:00:00,22:00:00
70765,1198,3264,8265,02-06-2025,08:00:00,16:00:00
70766,1196,3265,8266,19-05-2025,14:00:00,22:00:00
70767,1199,3266,8267,20-05-2025,08:00:00,16:00:00
70768,1223,3267,8268,21-05-2025,08:00:00,16:00:00
70769,1205,3268,8269,22-05-2025,14:00:00,22:00:00
70770,1213,3269,8270,23-05-2025,08:00:00,16:00:00
70771,1250,3270,8271,24-05-2025,08:00:00,16:00:00
70772,1251,3271,8272,25-05-2025,14:00:00,22:00:00
70773,1252,3272,8273,26-05-2025,08:00:00,16:00:00
70774,1260,3273,8274,27-05-2025,08:00:00,16:00:00
70775,1262,3274,8275,28-05-2025,14:00:00,22:00:00
70776,1263,3275,8276,29-05-2025,08:00:00,16:00:00
70777,1265,3276,8277,30-05-2025,08:00:00,16:00:00
70778,1267,3277,8278,31-05-2025,14:00:00,22:00:00
70779,1266,3278,8279,01-06-2025,08:00:00,16:00:00
70780,1270,3279,8280,02-06-2025,08:00:00,16:00:00
70781,1272,3280,8281,19-05-2025,14:00:00,22:00:00
70782,1277,3281,8282,20-05-2025,08:00:00,16:00:00
70783,1278,3282,8283,21-05-2025,14:00:00,22:00:00
70784,1280,3283,8284,22-05-2025,08:00:00,16:00:00
70785,1297,3284,8285,23-05-2025,08:00:00,16:00:00
70786,1287,3285,8286,24-05-2025,14:00:00,22:00:00
70787,1293,3286,8287,25-05-2025,08:00:00,16:00:00
70788,1302,3287,8288,26-05-2025,08:00:00,16:00:00
70789,1307,3288,8289,27-05-2025,08:00:00,16:00:00
70790,1325,3289,8290,28-05-2025,14:00:00,22:00:00
70791,1322,3290,8291,29-05-2025,08:00:00,16:00:00
70792,1364,3291,8292,30-05-2025,08:00:00,16:00:00
70793,1357,3292,8293,31-05-2025,14:00:00,22:00:00
70794,1372,3293,8294,01-06-2025,08:00:00,16:00:00
70795,1396,3294,8295,02-06-2025,08:00:00,16:00:00
70796,1395,3295,8296,19-05-2025,14:00:00,22:00:00
70797,1394,3296,8297,20-05-2025,08:00:00,16:00:00
70798,1006,3297,8298,21-05-2025,06:00:00,14:00:00
70799,1003,3298,8299,22-05-2025,14:00:00,22:00:00
70800,1009,3299,8300,23-05-2025,08:00:00,16:00:00
70801,1013,3300,8301,24-05-2025,08:00:00,16:00:00
70802,1016,3301,8302,25-05-2025,08:00:00,16:00:00
70803,1018,3302,8303,26-05-2025,14:00:00,22:00:00
70804,1021,3303,8304,27-05-2025,08:00:00,16:00:00
70805,1023,3304,8305,28-05-2025,14:00:00,22:00:00
70806,1020,3305,8306,29-05-2025,08:00:00,16:00:00
70807,1025,3306,8307,30-05-2025,08:00:00,16:00:00
70808,1026,3307,8308,31-05-2025,14:00:00,22:00:00
70809,1040,3308,8309,01-06-2025,07:00:00,15:00:00
70810,1051,3309,8310,02-06-2025,15:00:00,23:00:00
70811,1043,3310,8311,19-05-2025,19:00:00,03:00:00
70812,1031,3311,8312,20-05-2025,23:00:00,07:00:00
70813,1055,3312,8313,21-05-2025,07:00:00,15:00:00
70814,1042,3313,8314,22-05-2025,15:00:00,23:00:00
70815,1073,3314,8315,23-05-2025,19:00:00,03:00:00
70816,1072,3315,8316,24-05-2025,23:00:00,07:00:00
70817,1081,3316,8317,25-05-2025,08:00:00,16:00:00
70818,1088,3317,8318,26-05-2025,14:00:00,22:00:00
70819,1087,3318,8319,27-05-2025,08:00:00,16:00:00
70820,1096,3319,8320,28-05-2025,08:00:00,16:00:00
70821,1095,3320,8321,29-05-2025,14:00:00,22:00:00
70822,1093,3321,8322,30-05-2025,08:00:00,16:00:00
70823,1103,3322,8323,31-05-2025,08:00:00,16:00:00
70824,1102,3323,8324,01-06-2025,14:00:00,22:00:00
70825,1101,3324,8325,02-06-2025,08:00:00,16:00:00
70826,1106,3325,8326,19-05-2025,08:00:00,16:00:00
70827,1108,3326,8327,20-05-2025,14:00:00,22:00:00
70828,1110,3327,8328,21-05-2025,08:00:00,16:00:00
70829,1116,3328,8329,22-05-2025,08:00:00,16:00:00
70830,1113,3329,8330,23-05-2025,14:00:00,22:00:00
70831,1115,3330,8331,24-05-2025,08:00:00,16:00:00
70832,1117,3331,8332,25-05-2025,08:00:00,16:00:00
70833,1121,3332,8333,26-05-2025,14:00:00,22:00:00
70834,1118,3333,8334,27-05-2025,08:00:00,16:00:00
70835,1125,3334,8335,28-05-2025,08:00:00,16:00:00
70836,1123,3335,8336,29-05-2025,14:00:00,22:00:00
70837,1130,3336,8337,30-05-2025,08:00:00,16:00:00
70838,1126,3337,8338,31-05-2025,14:00:00,22:00:00
70839,1128,3338,8339,01-06-2025,08:00:00,16:00:00
70840,1138,3339,8340,02-06-2025,08:00:00,16:00:00
70841,1131,3340,8341,19-05-2025,14:00:00,22:00:00
70842,1140,3341,8342,20-05-2025,08:00:00,16:00:00
70843,1179,3342,8343,21-05-2025,06:00:00,14:00:00
70844,1163,3343,8344,22-05-2025,14:00:00,22:00:00
70845,1171,3344,8345,23-05-2025,22:00:00,06:00:00
70846,1178,3345,8346,24-05-2025,06:00:00,14:00:00
70847,1185,3346,8347,25-05-2025,08:00:00,16:00:00
70848,1188,3347,8348,26-05-2025,14:00:00,22:00:00
70849,1192,3348,8349,27-05-2025,08:00:00,16:00:00
70850,1190,3349,8350,28-05-2025,14:00:00,22:00:00
70851,1195,3350,8351,29-05-2025,08:00:00,16:00:00
70852,1198,3351,8352,30-05-2025,08:00:00,16:00:00
70853,1197,3352,8353,31-05-2025,14:00:00,22:00:00
70854,1201,3353,8354,01-06-2025,08:00:00,16:00:00
70855,1228,3354,8355,02-06-2025,08:00:00,16:00:00
70856,1215,3355,8356,19-05-2025,14:00:00,22:00:00
70857,1245,3356,8357,20-05-2025,08:00:00,16:00:00
70858,1249,3357,8358,21-05-2025,08:00:00,16:00:00
70859,1252,3358,8359,22-05-2025,14:00:00,22:00:00
70860,1257,3359,8360,23-05-2025,08:00:00,16:00:00
70861,1259,3360,8361,24-05-2025,14:00:00,22:00:00
70862,1262,3361,8362,25-05-2025,08:00:00,16:00:00
70863,1269,3362,8363,26-05-2025,08:00:00,16:00:00
70864,1264,3363,8364,27-05-2025,14:00:00,22:00:00
70865,1267,3364,8365,28-05-2025,08:00:00,16:00:00
70866,1271,3365,8366,29-05-2025,08:00:00,16:00:00
70867,1274,3366,8367,30-05-2025,14:00:00,22:00:00
70868,1272,3367,8368,31-05-2025,08:00:00,16:00:00
70869,1278,3368,8369,01-06-2025,08:00:00,16:00:00
70870,1277,3369,8370,02-06-2025,14:00:00,22:00:00
70871,1276,3370,8371,19-05-2025,08:00:00,16:00:00
70872,1292,3371,8372,20-05-2025,08:00:00,16:00:00
70873,1287,3372,8373,21-05-2025,14:00:00,22:00:00
70874,1286,3373,8374,22-05-2025,08:00:00,16:00:00
70875,1301,3374,8375,23-05-2025,08:00:00,16:00:00
70876,1304,3375,8376,24-05-2025,14:00:00,22:00:00
70877,1302,3376,8377,25-05-2025,08:00:00,16:00:00
70878,1331,3377,8378,26-05-2025,08:00:00,16:00:00
70879,1327,3378,8379,27-05-2025,14:00:00,22:00:00
70880,1322,3379,8380,28-05-2025,08:00:00,16:00:00
70881,1344,3380,8381,29-05-2025,08:00:00,16:00:00
70882,1362,3381,8382,30-05-2025,14:00:00,22:00:00
70883,1364,3382,8383,31-05-2025,08:00:00,16:00:00
70884,1400,3383,8384,01-06-2025,08:00:00,16:00:00
70885,1393,3384,8385,02-06-2025,14:00:00,22:00:00
70886,1398,3385,8386,19-05-2025,08:00:00,16:00:00
70887,1007,3386,8387,20-05-2025,06:00:00,14:00:00
70888,1006,3387,8388,21-05-2025,14:00:00,22:00:00
70889,1004,3388,8389,22-05-2025,18:00:00,02:00:00
70890,1010,3389,8390,23-05-2025,08:00:00,16:00:00
70891,1012,3390,8391,24-05-2025,12:00:00,20:00:00
70892,1015,3391,8392,25-05-2025,08:00:00,16:00:00
70893,1014,3392,8393,26-05-2025,14:00:00,22:00:00
70894,1017,3393,8394,27-05-2025,08:00:00,16:00:00
70895,1019,3394,8395,28-05-2025,14:00:00,22:00:00
70896,1022,3395,8396,29-05-2025,08:00:00,16:00:00
70897,1021,3396,8397,30-05-2025,14:00:00,22:00:00
70898,1024,3397,8398,31-05-2025,08:00:00,16:00:00
